ID,Date,Government Agency,Contract Description,Fund,Contractor,Procurement Method,Currency Unit,Dollar Amount,Jamaican Equivalent,Comments,Additional Comments,Column 13
1950,2008-12-10T00:00:00Z,National Works Agency ,Asphaltic concrete over lay works for Colegate - Ocho Rios ,GOJ ,SURREY PAVING & AGGREGATE CO. LTD ,ST ,JMD,123305376.60,123305376.60,,,4561
1951,2008-12-10T00:00:00Z,Ministry of Agriculture ,"Supply, install, and commission one 750KVA diesel standby generator ",GOJ ,THOMAS HAMILTON & ASSOCIATES LIMITED ,ST ,JMD,11938685.57,11938685.57,VAR,,4561
1952,2008-12-10T00:00:00Z,Port Authority of Jamaica ,Follow-on contract to 7011 dated 16/07/08 for Roof repairs to the Data Entry building No 4 at Montego Bay Free zone. ,PAJ ,SEAL SPRAYED SOLUTIONS LIMITED ,SS ,JMD,8500000.00,8500000.00,,,4561
1953,2008-12-10T00:00:00Z,Ministry of Education ,Procure package (1). 664 drums Butter Oil and 6000 bags Skimmed Milk powder for the Schools Feeding Programme. ,GOJ ,A & A DEALERS (JAMAICA) LTD ,ST ,JMD,68788344.00,68788344.00,,,4561
1954,2008-12-10T00:00:00Z,Ministry of Education ,Procure package (2).15000 bags Long Grain Rice for the Schools Feeding Programme. ,GOJ ,PALM ROSE COMMODITY LIMITED ,SS ,JMD,45105900.00,45105900.00,,,4561
1955,2008-12-10T00:00:00Z,Ministry of Education ,Procure package (3). 4000 bags Cornmeal and 4000 bags Counter Flour for the Schools Feeding Programme. ,GOJ ,PALM ROSE COMMODITY LIMITED ,ST ,JMD,14888000.00,14888000.00,,,4561
1956,2008-12-10T00:00:00Z,Ministry of Education ,Procure package (4). 2700 cases Corned Beef and 2500 cases Tinned Jack Mackerel for the Schools Feeding Programme. ,GOJ ,T. GEDDES GRANT (DISTRIBUTORS) LTD. ,ST ,JMD,15491000.00,15491000.00,,,4561
1957,2008-12-10T00:00:00Z,Ministry of Education ,Procure package (5). 4500 pails vegetable Oil for the Schools Feeding Programme. ,GOJ ,PALM ROSE COMMODITY LIMITED ,ST ,JMD,12942180.00,12942180.00,,,4561
1958,2008-12-10T00:00:00Z,National Works Agency ,Emergency hurricane Gustav works concrete retaining wall Kupius - Colonel's Ridge St Andrew. ,GOJ ,GABIONS & STRUCTURES CO. LTD ,SS ,JMD,23896528.75,23896528.75,EC,,4561
1959,2008-12-10T00:00:00Z,National Works Agency ,Emergency hurricane Gustav works concrete retaining wall and invert slab Ackee Walk- Green Vale Rd at section Roehampton- Red Hills Road. ,CDB ,S .GREEN & ASSOCIATES COMPANY LIMITED ,SS ,JMD,15674158.50,15674158.50,EC,,4561
1960,2008-12-10T00:00:00Z,National Water Commission ,Procure the supply of safety apparatus footwear category 1. ,NWC ,CAMCORP INDUSTRIAL LIMITED ,ST ,JMD,4774589.40,4774589.40,,,4561
1961,2008-12-10T00:00:00Z,National Water Commission ,Procure the supply of safety apparatus Head and Face category 2 and Reflective Signs category 4. ,NWC ,3M INTERAMERICA INC. ,ST ,JMD,11163845.50,11163845.50,,,4561
1962,2008-12-10T00:00:00Z,National Water Commission ,"Construction, development and testing of the Parottee replacement well in St Elizabeth ",NWC ,HOOD-DANIEL WELL COMPANY LIMITED ,LT ,JMD,19766394.22,19766394.22,,,4561
1963,2008-12-10T00:00:00Z,National Housing Trust ,Supply and delivery of roofing material for Morris Meadows Housing in St Catherine. ,NWC ,TROPICAL METAL PRODUCTS LIMITED ,ST ,JMD,12055091.00,12055091.00,,,4561
1964,2008-12-10T00:00:00Z,National Housing Trust ,"Supply, deliver and off loading Cement for Morris Meadows Housing in St Catherine. ",NHT ,LATMAR ENTERPRISE LIMITED ,ST ,JMD,11904000.00,11904000.00,,,4561
1965,2008-12-10T00:00:00Z,National Housing Trust ,Supply and delivery of lumber material for Morris Meadows Housing in St Catherine. ,NHT ,HARDWARE & LUMBER LIMITED ,ST ,JMD,10283190.31,10283190.31,,,4561
1924,2008-12-03T00:00:00Z,Petrojam Limited ,Emergency repairs to damaged section of cooling tower for Ethanol dehydration plant at the refinery. ,PCJ ,DEDINI INDUSTRIA S.A. VECTOR INC. (BRAZIL) ,SS ,USD,1200000.00,95532000.00,EC,,5201
1925,2008-12-03T00:00:00Z,Statistical Institute of Jamaica ,"Procurement & Installation of IBM Power 520 data based management system, server and software. ",IADB ,IBM WORLD TRADE CORPORATION ,SS ,USD,176351.88,14039373.17,,,5201
1926,2008-12-03T00:00:00Z,Petrojam Limited ,Undertake Delayed Coker Unit Pilot Plant Study for the Refinery Upgrade Project. ,PCJ ,INTEVEP(PDVSA) ,SS ,USD,170000.00,13533700.00,,,5201
1927,2008-12-03T00:00:00Z,Petrojam Limited ,Prepare engineering design package for a Coker Gas Oil Hydrotreater for the Refinery Upgrade Project. ,PCJ ,HALDOR TOPSOE A.S. ,SS ,USD,1700000.00,135337000.00,,,5201
1928,2008-12-03T00:00:00Z,Petrojam Limited ,"To supply 3,965,580 gallons of hydrous ethanol for blending of E10 Gasoline. ",PCJ ,INFINITY BIO-ENERGY ,SS ,USD,6750000.00,537367500.00,,,5201
1929,2008-12-03T00:00:00Z,Port Authority of Jamaica ,Emergency dredging works to accommodate new mainliners at West Berth in Kingston Harbour. ,PAJ ,E PIHL & SONS A.S. ,SS ,USD,100000.00,7961000.00,EC,,5201
1930,2008-12-03T00:00:00Z,Human Employment and Resource Training/HEART Trust ,Renewal of the Symantec Corporation Enterprise Antivirus installation. ,HT/NTA ,FUJITSU TRANSACTION SOLUTIONS (JA) LIMITED ,SS ,USD,54745.68,4358303.58,,,5201
1931,2008-12-03T00:00:00Z,National Works Agency ,Gustav Emergency construction of Box Culvert at Grants Pen in St Andrew. ,GOJ ,SURREY PAVING & AGGREGATE CO. LTD ,SS ,JMD,12444675.00,12444675.00,,,4561
1932,2008-12-03T00:00:00Z,Ministry of Health and Environment ,"Procure Antiretroviral drugs for HIV/AIDS- Treatment, Prevention & Policy project. ",GLOBAL ,AUROBINDO PHARMA ,ST ,USD,241345.37,19213504.91,,,5201
1933,2008-12-03T00:00:00Z,Ministry of Health and Environment ,"Procure Antiretroviral drugs for HIV/AIDS- Treatment, Prevention & Policy project. ",GLOBAL ,LASCO DISTRIBUTORS LIMITED ,ST ,USD,369333.05,29402604.11,,,5201
1934,2008-12-03T00:00:00Z,Ministry of Health and Environment ,"Procure Antiretroviral drugs for HIV/AIDS- Treatment, Prevention & Policy project. ",GLOBAL ,HETERO DRUGS LTD ,ST ,USD,457031.10,36384245.87,,,5201
1935,2008-12-03T00:00:00Z,Ministry of Health and Environment ,"Procure Antiretroviral drugs for HIV/AIDS- Treatment, Prevention & Policy project. ",GLOBAL ,PUERTO RICO PHARMACEUTICALS INC. ,ST ,USD,558667.00,44475479.87,,,5201
1936,2008-12-03T00:00:00Z,Ministry of Health and Environment ,"Procure Antiretroviral drugs for HIV/AIDS- Treatment, Prevention & Policy project. ",GLOBAL ,ABBOTT LABORATORIES ,ST ,USD,210545.13,16761497.80,,,5201
1937,2008-12-03T00:00:00Z,Regional Health Authorities ,"Leasing agreement of the Haematology Analyzers for St Ann's Bay, Annotto Bay, Port Antonio and Port Maria Hospitals. ",GOJ ,ROCHE DIAGNOSTICS-LASCO DISTRIBUTORS LTD ,ST ,JMD,20774600.00,20774600.00,,,4561
1938,2008-12-03T00:00:00Z,Ministry of Education ,"Processing of Examination Data, scoring placement and certification of three examinations. ",GOJ ,DPK INFORMATION SYSTEMS JA. LIMITED ,ST ,JMD,13038690.00,13038690.00,,,4561
1939,2008-12-03T00:00:00Z,National Works Agency ,Asphaltic concrete over lay and associated work at Gutters to Free Town in St Catherine. ,GOJ ,PAVEMENT & STRUCTURES LTD. ,ST ,JMD,141030380.20,141030380.20,,,4561
1940,2008-12-03T00:00:00Z,Jamaica Social Investment Fund ,"Procurement of hardware firewall, servers, rack enclosure, Network storage and Gigabit Switch. ",GOJ ,FUJITSU TRANSACTION SOLUTIONS (JA) LIMITED ,ST ,JMD,15102900.00,15102900.00,,,4561
1941,2008-12-03T00:00:00Z,National Solid Waste Management Authority (NSWMA) ,Emergency procurement for hired equipment at Retirement Disposal Site. ,NSW ,SEAL INVESTMENT COMPANY LIMITED T/AS SEAL CONSTRUCTION ,SS ,JMD,1300000.00,1300000.00,EC,,4561
2042,2008-11-26T00:00:00Z,Companies Office of Jamaica ,Procure and implementation of a VOIP PBX and relevant Hardware and software for the Grenada Way Office ,GOJ ,SYNCON TECHNOLOGIES LIMITED ,ST ,JMD,522794.58,522794.58,VAR,,4561
2043,2008-11-26T00:00:00Z,Inland Revenue Department ,"Procure 85,000 private vehicle licence plates for $59M per annum and 15,000 of all other types of licence plate for $10m per annum. ",GOJ ,MUSSON JAMAICA LIMITED ,SS ,JMD,69000000.00,69000000.00,,,4561
2044,2008-11-26T00:00:00Z,Inland Revenue Department ,"Procurement of 600,000 pairs of registration certificates costing $20.3m per annum and 100,000 certificates of titles for $4m per annum. ",GOJ ,DE LA RUE INTERNATIONAL ,SS ,JMD,24300000.00,24300000.00,,,4561
2045,2008-11-26T00:00:00Z,Bank of Jamaica ,Upgrade of Bank's Nortel Meridian option 61 C-PBX Equipment and Software. ,BOJ ,CABLE & WIRELESS JAMAICA LIMITED ,SS ,USD,79002.42,6077656.17,,,5201
2046,2008-11-26T00:00:00Z,National Works Agency ,Emergency Hurricane Gustav repairs for construction of 2 box culvert and river training works at Eleven Mile. ,GOJ ,PAVEMENT & STRUCTURES LTD. ,SS ,JMD,62150160.00,62150160.00,EC,,4561
2047,2008-11-26T00:00:00Z,National Works Agency ,Construction of the reinforced double cell box culvert at Crooked River Bridge Clarendon. ,GOJ ,SOLID ENGINEERING LIMITED ,ST ,JMD,19635925.00,19635925.00,,,4561
2048,2008-11-26T00:00:00Z,National Works Agency ,"Gustav Emergency rehabilitation, drainage, earthworks and pavement at Plymouth Drive in St Andrew. ",GOJ ,GENERAL PAVING COMPANY LTD. ,SS ,JMD,17043675.00,17043675.00,,,4561
2049,2008-11-26T00:00:00Z,National Works Agency ,"Gustav Emergency rehabilitation, drainage, earthworks and pavement at Millsborough Crescent in St Andrew. ",GOJ ,GENERAL PAVING COMPANY LTD. ,SS ,JMD,29578304.25,29578304.25,,,4561
2050,2008-11-26T00:00:00Z,National Works Agency ,Gustav Emergency construction of concrete wall and invert slab Donmair & Christopher Blvd. St Andrew. ,CDB ,CHIN'S CONSTRUCTION LTD. ,SS ,JMD,20199044.93,20199044.93,,,4561
2051,2008-11-26T00:00:00Z,National Works Agency ,"Gustav Emergency construction of concrete wall and invert slab Drewlands, Bushmouth, Spanish Town road bridge, and Molynes Road. ",CDB ,Y.P. SEATON & ASSOCIATES COMPANY LTD ,LT ,JMD,202706902.50,202706902.50,,,4561
2052,2008-11-26T00:00:00Z,National Works Agency ,"Gustav Emergency rehabilitation, drainage, retaining structure, earthworks and pavement at Chatteau road Clarendon. ",GOJ ,BUILD RITE CONSTRUCTION CO.LTD. ,LT ,JMD,71805169.89,71805169.89,,,4561
2053,2008-11-26T00:00:00Z,"Culture, Health, Arts, Sports and Education (C.H.A.S.E.) ","Construction of two classrooms with staff and students facilities, kitchen, sick bay and principal office at Mavis Allen Basic School. ",CHASE ,SHARE CON LTD ,ST ,JMD,11827611.70,11827611.70,,,4561
2054,2008-11-26T00:00:00Z,National Works Agency ,Gustav Emergency construction of concrete wall and gabion retaining wall at Jacks Hill-Cashew Ridge. ,GOJ ,ALCAR CONSTRUCTION & HAULAGE CO. LTD. ,LT ,JMD,58157871.80,58157871.80,,,4561
2055,2008-11-26T00:00:00Z,Jamaica Social Investment Fund ,"Construct community centre with bathrooms, shops and multi purpose area at Flankers. ",IBRD ,SHARE CON LTD ,ST ,JMD,42899610.00,42899610.00,,,4561
2056,2008-11-26T00:00:00Z,Jamaica Social Investment Fund ,"Rehabilitation of 3.2 km of the Barnette to Retirement roads includes culverts, V drains and retaining wall in St Catherine. ",IBRD ,CHIN'S CONSTRUCTION LTD. ,ST ,JMD,29689000.00,29689000.00,,,4561
2057,2008-11-26T00:00:00Z,National Health Fund ,Claims adjudication & transaction processing system to administer NHF Individual benefits. ,NHF ,ADVANCED INTEGRATED SYSTEMS LIMITED ,ST ,USD,4548748.00,349935183.60,,,5201
2058,2008-11-26T00:00:00Z,National Works Agency ,Food damage restoration works with revetment and retaining structures at Roselle. St Thomas. ,IADB ,SHINE CONSTRUCTION & EQUIPMENT RENTAL ,SS ,JMD,20800000.00,20800000.00,,,4561
2059,2008-11-26T00:00:00Z,National Irrigation Commission Ltd. ,"Construction, development and pump testing of three (3) production wells at West Albion, Heartease and Norris in St Thomas. ",IADB ,JAMAICA WELLS & SERVICES LIMITED ,OT ,JMD,912165.67,912165.67,VAR,,4561
2060,2008-11-26T00:00:00Z,Ministry of Health and Environment ,To promote the use of condoms and safer sex message through Magnum King and Dancehall Competition. ,GOJ ,REAL JAM TV LTD ,SS ,JMD,5000000.00,5000000.00,,,4561
2061,2008-11-26T00:00:00Z,Jamaica Social Investment Fund ,Electricity Regularization project at Bucknor in Clarendon. ,IBRD ,CARIBBEAN ELECTRICAL COMPANY LTD. ,ST ,JMD,2383223.42,2383223.42,VAR,,4561
2062,2008-11-26T00:00:00Z,Ministry of Tourism ,"NSWMA & TPDCo Spruce -Up Jamaica agreement to bushing and cutting roadways and verge for 6 months in 5 resort parishes St James, St Ann, St Mary, Portland and Falmouth. ",TEF ,NATIONAL SOLID WASTE MANAGEMENT AUTHORITY ,ST ,JMD,143700000.00,143700000.00,,,4561
2063,2008-11-26T00:00:00Z,Ministry of National Security ,Procurement of  security related items,GOJ ,Please contact AGENCY for further details,SS ,USD,461500.00,35503195.00,,,5201
2027,2008-11-19T00:00:00Z,Petrojam Limited ,Procurement of one (1) new 120 feet diesel man-lift for the refinery. ,PCJ ,IMCA JAMAICA LIMITED ,ST ,USD,205877.89,15838186.08,,,5201
2028,2008-11-19T00:00:00Z,Housing Agency of Jamaica Ltd ,"Construction of infrastructure works, roads, sidewalk, water, sewer and storm-water disposal at Portmore Villas Phase2B ",HAJ ,BUILD RITE CONSTRUCTION CO.LTD. ,ST ,JMD,109123748.00,109123748.00,,,4561
2029,2008-11-19T00:00:00Z,National Housing Trust ,"Rehabilitation of sewage treatment ponds, install lining, bushing and grading at Monymusk Sugar Housing. ",NHT ,M & M JAMAICA LIMITED ,SS ,JMD,22506746.40,22506746.40,,,4561
2030,2008-11-19T00:00:00Z,Air Jamaica Ltd. ,Sub-Leasing of Boeing B767 passenger aircraft from December 14 to 24 2008. ,AJ ,GLOBAL LOGISTICS_ NORTH AMERICAN AIRLINES ,SS ,USD,448000.00,34464640.00,,,5201
2031,2008-11-19T00:00:00Z,Universal Access Fund ,"Island-wide Broadband Area network for Zone 2 Port Antonio, zone 3 Brown's Town and zone 4 Montego Bay. ",UAF ,FLOW COMMUNICATIONS ,ST ,USD,2920400.00,224666372.00,,,5201
2032,2008-11-19T00:00:00Z,Universal Access Fund ,"Island-wide Broadband Area network for Zone 1 Kingston, zone 5 Mandeville and zone 6 Old Harbour. ",UAF ,CABLE & WIRELESS JAMAICA LIMITED ,ST ,USD,4178668.00,321464929.20,,,5201
2033,2008-11-19T00:00:00Z,E-Learning Company ,Technical assistance to implement standard end of year low cost grade 7 & 8 examinations. ,UAF ,CARIBBEAN EXAMINATION COUNCIL ,SS ,JMD,29000000.00,29000000.00,,,4561
2034,2008-11-19T00:00:00Z,National Water Commission ,Installation & commissioning of Electro-Magnetic Mechanical Flow meters at Port Antonio ,EIB ,SOGEA SATOM ,ST ,JMD,35973599.40,35973599.40,,,4561
2035,2008-11-19T00:00:00Z,National Water Commission ,Construct 2.4 km plus 2.7 km of 525mm sanitary sewer on alignment and trenches from North Gully respectively to Cornwall courts in Montego Bay. ,NWC ,TANKWELD LTD. ,ST ,JMD,231872593.70,231872593.70,,,4561
2036,2008-11-19T00:00:00Z,Ministry of Agriculture ,Agricultural Support Services Project Procurement of food processing equipment for Huntley Farmers Association Manchester ,IADB ,TRIDEL CONSTRUCTION GROUP INC. LTD ,ST ,USD,306035.00,23543272.55,,,5201
2037,2008-11-19T00:00:00Z,Port Authority of Jamaica ,Procurement of three (3) GE main hoist motors as spares for Kingston Container Terminal. ,PAJ ,TM GE AUTOMATION SYSTEMS LLC ,SS ,USD,451911.00,34765513.23,,,5201
2038,2008-11-19T00:00:00Z,Ministry of Tourism ,Renovation of the Ministry's western regional office in Montego Bay. ,GOJ ,NUBIAN CONSTRUCTION (ENGINEERS) LIMITED ,SS ,JMD,26177085.00,26177085.00,,,4561
2039,2008-11-19T00:00:00Z,Ministry of Transport and Works ,"Procurement of 100,000 licence form and 70,000 stickers for the licensing period 2009-2010. ",GOJ ,DE LA RUE NORTH AMERICA INC ,SS ,USD,69124.00,5317709.32,,,5201
2040,2008-11-19T00:00:00Z,Rural Water Supply Company ,Installation of ductile Iron and PVC pipes at Quaminus to Lionel Town for the Southern Clarendon Water Supply. ,GOJ ,PAVEMENT & STRUCTURES LTD. ,ST ,JMD,33464413.51,33464413.51,,,4561
2041,2008-11-19T00:00:00Z,Port Authority of Jamaica ,Follow -on contract to refurbish 35 Wet Brake disc assemblies at the Kingston Container Terminal. ,PAJ ,AMBA DOCKSIDE TECHNOLOGY LIMITED ,SS ,USD,171500.00,13193495.00,,,5201
2004,2008-11-12T00:00:00Z,Ministry of Health and Environment ,"Provision for Dietary services for Kingston Public, Victoria Jubilee and National Chest Hospitals for three (3) months at $10.9 million per month. ",GOJ ,CATERERS IN MOTION ,SS ,JMD,32700000.00,32700000.00,,,4561
2005,2008-11-12T00:00:00Z,Human Employment and Resource Training/HEART Trust ,Provision for pest control services for 33 months contract duration at all of Heart Trust locations. ,HT/NTA ,RENTOKIL INITIAL JAMAICA LIMITED ,ST ,JMD,14265147.00,14265147.00,,,4561
2006,2008-11-12T00:00:00Z,Kingston City Centre Improvement Company ,Roof repairs and associated works at the Ward Theatre complex. ,TEF ,INCOMPARABLE ENTERPRISES LIMITED ,ST ,JMD,16908875.00,16908875.00,,,4561
2007,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works to drainage, pavement, retaining wall construction at Mizpah-Allison in Clarendon. ",GOJ ,SWC WOODWORK CONSTRUCTION LIMITED ,SS ,JMD,27531528.04,27531528.04,EC,,4561
2008,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works to drainage, pavement, retaining wall construction at Bombie-Allison-Cobbla in Clarendon. ",GOJ ,SWC WOODWORK CONSTRUCTION LIMITED ,SS ,JMD,29985856.11,29985856.11,EC,,4561
2009,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works to drainage, pavement, retaining wall construction at Craig Head-Ballynure in Manchester. ",GOJ ,C .A.B. CONSTRUCTION ,LT ,JMD,73741132.66,73741132.66,EC,,4561
2010,2008-11-12T00:00:00Z,Jamaica Social Investment Fund ,"Hurricane Dean repair works, demolition removal and replacement to roof, gutter, ceilings, doors, electrical wiring, outlets and painting etc to Crescent Primary school St Catherine. ",IBRD ,HOWARD CONSTRUCTION COMPANY LTD. ,ST ,JMD,12900000.00,12900000.00,,,4561
2011,2008-11-12T00:00:00Z,Jamaica Social Investment Fund ,"Hurricane Dean repair works, reconstruct 3.55 km roadways with associated features, drains, kerbs and channel on Mount Vernon road in St Mary. ",IBRD ,T.K.B. CONSTRUCTION COMPANY LTD. ,ST ,JMD,23995400.00,23995400.00,,,4561
2012,2008-11-12T00:00:00Z,Jamaica Social Investment Fund ,"Hurricane Dean repair works, reconstruct 2.4 km roadways, drains, kerbs, culvert, channel and rubble wall on Commodore road in Portland. ",IBRD ,T.K.B. CONSTRUCTION COMPANY LTD. ,ST ,JMD,23017000.00,23017000.00,,,4561
2013,2008-11-12T00:00:00Z,Jamaica Social Investment Fund ,Zinc fence removal and construct block wall replacement at Zone D package 12 Whitfield Town. ,IBRD ,ANOTHER STAR IS BORN CONSTRUCTION COMPANY LIMITED ,ST ,JMD,10183266.82,10183266.82,,,4561
2014,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works to Persimmon Avenue Gully, gabion retaining wall and invert slab. ",GOJ ,LASCAR FENCING & CONSTRUCTION LIMITED ,LT ,JMD,60948789.17,60948789.17,EC,,4561
2015,2008-11-12T00:00:00Z,Housing Agency of Jamaica Ltd ,Provision for first year Insurance coverage for HAJ assets at all locations island-wide. Contract duration 3 years. ,HAJ ,PROGRESSIVE INSURANCE BROKERS LIMITED ,ST ,JMD,58515068.00,58515068.00,,,4561
2016,2008-11-12T00:00:00Z,National Works Agency ,Emergency Hurricane Gustav repair works to road way and random rubble wall at Grahams Close-Cherry Gardens ,GOJ ,CHIN'S CONSTRUCTION LTD. ,SS ,JMD,16200043.20,16200043.20,EC,,4561
2017,2008-11-12T00:00:00Z,National Works Agency ,Emergency Hurricane Gustav repair works to road way and random rubble wall at Skyline Drive ,GOJ ,ALCAR CONSTRUCTION & HAULAGE CO. LTD. ,SS ,JMD,24080646.46,24080646.46,EC,,4561
2018,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works for road rehabilitation, drainage, retaining structures, asphaltic concrete etc at Nine Turns PC road in Clarendon. ",GOJ ,S. G. SIMPSON ASPHALTING CO. LTD. ,SS ,JMD,25598014.45,25598014.45,EC,,4561
2019,2008-11-12T00:00:00Z,National Works Agency ,Emergency Hurricane Gustav repair works to reinforced concrete retaining wall and slab to Tivoli Gully- at Spanish Town Road and Marcus Garvey Drive. ,CDB ,JATLIN CONSTRUCTION & ASSOCIATES LTD ,SS ,JMD,28073508.99,28073508.99,EC,,4561
2020,2008-11-12T00:00:00Z,National Works Agency ,"Emergency Hurricane Gustav repair works, reinforced concrete wall and slab at Red Hills Boulevard ",CDB ,S .GREEN & ASSOCIATES COMPANY LIMITED ,SS ,JMD,22777567.77,22777567.77,EC,,4561
2021,2008-11-12T00:00:00Z,Tourism Product Development Company (TPDCO) ,"Provision for security courtesy corps services at Montego Bay, Negril, Ocho Rios, Kingston, Runaway Bay and Port Antonio. ",TEF ,MARKSMAN LIMITED ,ST ,JMD,219522666.00,219522666.00,,,4561
2022,2008-11-12T00:00:00Z,Regional Health Authorities ,"Supply , install and commissioning an Air Conditioning system to the operating theatre at the Savanna La Mar Public General Hospital. ",NHF ,AREL LTD. ,ST ,JMD,10351708.32,10351708.32,,,4561
2023,2008-11-12T00:00:00Z,Petrojam Limited ,Extension of time charter agreement of vessel MT Royal for 12 months for $3.4M and the option for an additional 12 months for US $4.0M commencing September 21 2008. ,PCJ ,MT ROYAL ,SS ,USD,7800000.00,600054000.00,,,5201
2024,2008-11-12T00:00:00Z,Ministry of National Security ,Follow-on contract to provide technical consultancy for development of ICT network strategy for MNS and MJ and their departments and agencies ,GOJ ,ANALYSYS MASON (UK) ,SS ,GBP,89000.00,10493990.00,,,4141
2025,2008-11-12T00:00:00Z,National Works Agency ,Emergency repairs to Milford Road box culverts include detour and traffic management in Ocho Rios. St Ann. ,GOJ ,A1 CONSTRUCTION COMPANY LIMITED ,OT ,JMD,18821620.00,18821620.00,EC,,4561
2026,2008-11-12T00:00:00Z,National Works Agency ,Rehabilitation of Newport West roads in Kingston. Funding by Shipping Association of Jamaica $45m and GOJ $20m. ,GOJ/SAJ ,PAVEMENT & STRUCTURES LTD. ,SS ,JMD,20000000.00,20000000.00,,,4561
1989,2008-11-05T00:00:00Z,Ministry of National Security,Construction of Mortuary building at 149 Orange Street. ,GOJ ,TANKWELD METALS ,ST ,JMD,425608523.00,425608523.00,,,4561
1990,2008-11-05T00:00:00Z,Ministry of National Security ,Supply and delivery of 90 Patrol Cars with Flashing lights and siren for the JCF. ,GOJ ,STEWART'S AUTO SALES LIMITED ,ST ,USD,1788884.21,137618862.30,,,5201
1991,2008-11-05T00:00:00Z,Ministry of National Security ,Supply and delivery of 24 Sport Utility vehicles 20 with Flashing lights and siren for the JCF. ,GOJ ,TOYOTA JAMAICA LIMITED ,ST ,USD,846477.76,65119534.08,,,5201
1992,2008-11-05T00:00:00Z,Ministry of National Security ,Supply and delivery of 50 Double Cab pickup trucks for the JCF. ,GOJ ,KINGSTON INDUSTRIAL GARAGE ,ST ,USD,1535687.67,118140452.50,,,5201
1993,2008-11-05T00:00:00Z,Ministry of National Security ,Supply and delivery of 8 fifteen seater buses 5 with Flashing lights and siren for the JCF. ,GOJ ,TOYOTA JAMAICA LIMITED ,ST ,USD,210649.28,16205249.11,,,5201
1994,2008-11-05T00:00:00Z,Jamaica Bauxite Mining ,Provision for private security services at JBM Lydford Complex and Ocho Rios Port St Ann for contract period of 3 years. ,JBM ,PROTECTION SECURITY COMPANY LIMITED ,ST ,JMD,5805000.00,5805000.00,,,4561
1995,2008-11-05T00:00:00Z,National Works Agency ,Construction of NWA North East regional office in Port Antonio. ,GOJ ,N.F BARNES CONSTRUCTION & EQUIP. CO. LTD ,ST ,JMD,21416612.00,21416612.00,,,4561
1996,2008-11-05T00:00:00Z,Ministry of Education ,General repairs and construction of new lavatory and canteen block at Ocho Rios Primary School. ,GOJ ,ENTERPRISING SOLUTION LIMITED ,ST ,JMD,11426906.00,11426906.00,,,4561
1997,2008-11-05T00:00:00Z,Ministry of Education ,Construction of super structure proto type 4 classrooms block at Ebony Grove High school in Clarendon. ,GOJ ,TROPICAL METAL PRODUCTS LIMITED ,LT ,JMD,7270894.00,7270894.00,,,4561
1998,2008-11-05T00:00:00Z,Ministry of Education ,Provision and installation of PBX Network system for the Ministry. ,GOJ ,,ST ,USD,159755.36,12289979.84,,,5201
1999,2008-11-05T00:00:00Z,Petroleum Company of Jamaica ,Procurement of a used LPG Bobtail Truck for Petcom. ,PETCOM ,EVERYTHING FOR GAS INTERNATIONAL ,SS ,USD,63249.61,4865792.50,,,5201
2000,2008-11-05T00:00:00Z,Ministry of National Security ,Construction of the Point Hill Police Station building in St Catherine. ,GOJ ,SHARE CON LTD ,ST ,JMD,30797413.15,30797413.15,,,4561
2001,2008-11-05T00:00:00Z,Ministry of National Security ,Construction of Police Station building at Alexandria in St Ann. ,GOJ ,SHARE CON LTD ,ST ,JMD,30296913.35,30296913.35,,,4561
2002,2008-11-05T00:00:00Z,Central Wastewater Treatment Company Limited ,Emergency Repairs to damage sewer line and pipe bridge at Shoe Maker Gully in Kingston. ,GOJ ,ASHTROM BUILDING SYSTEMS LTD. ,SS ,JMD,10000000.00,10000000.00,EC,,4561
2003,2008-11-05T00:00:00Z,Caribbean Maritime Institute ,Supply and install blade server and thin clients network upgrade at CMI Palisadoes Park ,CMI ,,ST ,USD,198801.40,15293791.70,,,5201
2137,2008-10-29T00:00:00Z,Regional Health Authorities ,Supply and Installation of Haemodialysis equipment at Kingston Public Hospital. ,NHF ,ENNIS MEDICAL PRODUCTS LIMITED ,ST ,USD,386000.00,28575580.00,,,5201
2138,2008-10-29T00:00:00Z,Regional Health Authorities ,Consultancy for design and administration of the Accident and Emergency building at Percy Junor Hospital at Spalding. ,CHASE ,RIVI GARDNER & ASSOCIATES ,ST ,JMD,8722000.00,8722000.00,,,4561
2139,2008-10-29T00:00:00Z,Bank of Jamaica ,Full service and maintenance contract for two (2) BPS 3000 bank note sorting machines. ,BOJ ,GIESECKE & DEVRIENT AMERICA INC. ,SS ,USD,1389263.00,102847139.90,,,5201
2140,2008-10-29T00:00:00Z,Ministry of Education ,Construct a four (4) classroom proto type building at Norman Manley High School. ,GOJ ,TROPICAL METAL PRODUCTS LIMITED ,ST ,JMD,9407165.00,9407165.00,,,4561
2141,2008-10-29T00:00:00Z,Nutrition Products Ltd ,Procurement of one (1) complete box body 2008-2009 truck. ,GOJ ,VEHICLES & SUPPLIES LIMITED ,LT ,JMD,5311510.00,5311510.00,,,4561
